ID,method,bins,distribution,kl_d,l2_norm,gpt_prompt
104,random-forest,"[ 0.          4.04999995  6.33571441  8.7214286  10.90714271 13.7928571
 16.37857097 18.56428596 20.75       24.20714283 28.52142865 32.20714269
 37.67857116 42.13571385 48.89285742 71.        ]","[0.00082975 0.01050526 0.0280486  0.06876574 0.14351756 0.22672989
 0.13164913 0.09768855 0.13720551 0.07565565 0.04296933 0.02186991
 0.00995703 0.00363017 0.00097792]",0.4223796198818982,0.5075137059464538,1
105,equal-width,"[ 0.          5.33333333 10.66666667 16.         21.33333333 26.66666667
 32.         37.33333333 42.66666667 48.         53.33333333 58.66666667
 64.         69.33333333 74.66666667 80.        ]","[3.79315454e-03 1.04356201e-01 2.86057194e-01 3.51489109e-01
 1.40242999e-01 6.78915395e-02 3.16046822e-02 9.95703067e-03
 3.30419321e-03 1.09645873e-03 1.18536079e-04 5.92680397e-05
 1.48170099e-05 1.48170099e-05 0.00000000e+00]",0.6334320810834899,0.31882217084278375,1
106,equal-width-data,"[ 0.     8.153 12.607 17.06  21.513 25.967 30.42  34.873 39.327 43.78
 48.233 52.687 57.14  61.593 66.047 71.   ]","[3.93836124e-02 1.62024004e-01 3.37650022e-01 2.06638020e-01
 1.15365239e-01 8.38198252e-02 3.13972440e-02 1.48318269e-02
 5.12668543e-03 2.78559787e-03 6.66765447e-04 1.92621129e-04
 8.89020596e-05 1.48170099e-05 1.48170099e-05]",0.5429642965587491,0.3815603509168559,1
107,equal-frequency,"[ 0.   9.5 11.1 12.5 13.7 14.7 15.5 16.4 17.3 18.4 19.7 21.1 22.8 25.7
 29.5 71. ]","[0.06380204 0.08313824 0.05446733 0.0502593  0.07432212 0.06821751
 0.08419025 0.06066084 0.07098829 0.04624389 0.08940584 0.04582901
 0.06953623 0.07057342 0.06836568]",0.3461716816025021,0.5815885467548001,1
108,kbins,"[ 0.          8.15333333 12.60666667 17.06       21.51333333 25.96666667
 30.42       34.87333333 39.32666667 43.78       48.23333333 52.68666667
 57.14       61.59333333 66.04666667 70.5       ]","[3.93836124e-02 1.62024004e-01 3.37650022e-01 2.06638020e-01
 1.15365239e-01 8.38198252e-02 3.13972440e-02 1.48318269e-02
 5.12668543e-03 2.78559787e-03 6.66765447e-04 1.92621129e-04
 8.89020596e-05 1.48170099e-05 1.48170099e-05]",0.5482715964172425,0.38228270557282396,1
109,kbins-quantile,"[ 0.   9.5 11.1 12.5 13.7 14.7 15.5 16.4 17.3 18.4 19.7 21.1 22.8 25.7
 29.5 70.5]","[0.06380204 0.08313824 0.05446733 0.0502593  0.07432212 0.06821751
 0.08419025 0.06066084 0.07098829 0.04624389 0.08940584 0.04582901
 0.06953623 0.07057342 0.06836568]",0.3452911987964835,0.5826572546625592,1
110,decision-tree,"[ 0.          4.25        6.35000014  6.75        6.95000005 10.1500001
 12.44999981 18.25       18.44999981 19.15000057 19.25       19.75
 20.75       28.05000019 28.25       71.        ]","[0.00082975 0.01050526 0.         0.         0.09681434 0.09325826
 0.40863832 0.         0.04624389 0.         0.         0.05144466
 0.21286116 0.         0.07940436]",0.6778635344784527,0.5667637723673902,1
111,kmeans,"[ 0.          6.95940943  9.64435292 11.77563077 13.76614723 15.64675338
 17.39881235 19.25530606 21.20715651 23.31483132 26.13448823 28.88169711
 32.11572387 36.14440961 40.75397924 71.        ]","[0.01133501 0.05246703 0.08313824 0.10472663 0.14253964 0.14485109
 0.11723218 0.08940584 0.07525559 0.06498741 0.03465699 0.04296933
 0.01938065 0.00988295 0.00717143]",0.3506544908081546,0.5382695281513106,1
112,random-forest,"[ 0.          4.14999986  6.33666679  8.52333342 10.71000004 13.49666665
 15.88333321 18.17000046 20.55666688 22.8433328  25.82999954 28.78333314
 31.30333303 35.92999992 40.80333354 48.26333338 71.        ]","[0.00082975 0.01050526 0.0280486  0.06876574 0.14351756 0.14253964
 0.21583938 0.09768855 0.08379019 0.06953623 0.05953475 0.03323455
 0.02558898 0.01340939 0.00619351 0.00097792]",0.38580779922999964,0.5040019415141722,1
113,equal-width,[ 0.  5. 10. 15. 20. 25. 30. 35. 40. 45. 50. 55. 60. 65. 70. 75. 80.],"[8.29752556e-04 6.29722922e-02 2.62186991e-01 3.30300785e-01
 1.88650170e-01 8.66943251e-02 4.46436509e-02 1.48318269e-02
 6.03052304e-03 2.10401541e-03 5.92680397e-04 7.40850496e-05
 5.92680397e-05 1.48170099e-05 1.48170099e-05 0.00000000e+00]",0.6087387806135437,0.2956283821525827,1
114,equal-width-data,"[ 0.     7.875 12.05  16.225 20.4   24.575 28.75  32.925 37.1   41.275
 45.45  49.625 53.8   57.975 62.15  66.325 71.   ]","[1.94251000e-02 1.81982516e-01 2.76989184e-01 2.29337680e-01
 1.37205512e-01 7.56556527e-02 4.29693288e-02 2.18699067e-02
 8.56423174e-03 3.64498444e-03 1.60023707e-03 5.48229367e-04
 8.89020596e-05 8.89020596e-05 1.48170099e-05 1.48170099e-05]",0.5129005073990365,0.3605535582827143,1
115,equal-frequency,"[ 0.   9.4 11.  12.3 13.4 14.4 15.2 16.  16.9 17.8 18.8 20.1 21.5 23.2
 26.  29.9 71. ]","[0.06380204 0.04434731 0.09325826 0.0502593  0.07432212 0.06821751
 0.         0.08419025 0.06066084 0.07098829 0.09768855 0.03796118
 0.07525559 0.04010965 0.07057342 0.06836568]",0.3465846638465526,0.5749938736074992,1
116,kbins,"[ 0.     7.875 12.05  16.225 20.4   24.575 28.75  32.925 37.1   41.275
 45.45  49.625 53.8   57.975 62.15  66.325 70.5  ]","[1.94251000e-02 1.81982516e-01 2.76989184e-01 2.29337680e-01
 1.37205512e-01 7.56556527e-02 4.29693288e-02 2.18699067e-02
 8.56423174e-03 3.64498444e-03 1.60023707e-03 5.48229367e-04
 8.89020596e-05 8.89020596e-05 1.48170099e-05 1.48170099e-05]",0.5182078072575298,0.3612523387878982,1
117,kbins-quantile,"[ 0.   9.4 11.  12.3 13.4 14.4 15.2 16.  16.9 17.8 18.8 20.1 21.5 23.2
 26.  29.9 70.5]","[0.06380204 0.04434731 0.09325826 0.0502593  0.07432212 0.06821751
 0.         0.08419025 0.06066084 0.07098829 0.09768855 0.03796118
 0.07525559 0.04010965 0.07057342 0.06836568]",0.345704181040534,0.5760459572663681,1
118,decision-tree,"[ 0.          4.25        6.35000014  6.75        6.95000005 10.1500001
 12.44999981 18.25       18.44999981 19.15000057 19.25       19.75
 20.75       28.05000019 28.25       31.25       71.        ]","[0.00082975 0.01050526 0.         0.         0.09681434 0.09325826
 0.40863832 0.         0.04624389 0.         0.         0.05144466
 0.21286116 0.         0.03323455 0.0461698 ]",0.6212272823084272,0.5527616341477827,1
119,kmeans,"[ 0.          6.39558233  9.18792348 11.35776722 13.34117572 15.24329961
 17.09760744 19.04867641 21.05088646 23.02178935 25.42456683 27.74969762
 30.3902646  33.30732375 37.39010477 42.19492754 71.        ]","[0.01133501 0.05246703 0.08313824 0.10472663 0.14253964 0.14485109
 0.11723218 0.08940584 0.07525559 0.04010965 0.04185805 0.04196177
 0.02455179 0.01600237 0.00995703 0.00460809]",0.32256152560330076,0.522814160154544,1
120,random-forest,"[ 0.          4.14999986  6.24374999  8.33749992 10.43124983 12.72500002
 15.21875003 17.31249964 19.40624964 21.5        25.53750014 28.38749957
 31.38124955 36.30000019 40.26875007 44.21249962 49.76874995 71.        ]","[0.00082975 0.01050526 0.0280486  0.06876574 0.09325826 0.19279893
 0.14485109 0.11723218 0.08940584 0.11536524 0.05953475 0.03323455
 0.02911542 0.00988295 0.00431175 0.00210402 0.00075567]",0.3756831409482987,0.4789511299307533,1
121,equal-width,"[ 0.          4.70588235  9.41176471 14.11764706 18.82352941 23.52941176
 28.23529412 32.94117647 37.64705882 42.35294118 47.05882353 51.76470588
 56.47058824 61.17647059 65.88235294 70.58823529 75.29411765 80.        ]","[8.29752556e-04 6.29722922e-02 2.62186991e-01 2.84056897e-01
 2.10905319e-01 9.96443918e-02 4.29693288e-02 2.18699067e-02
 9.95703067e-03 3.30419321e-03 8.59386576e-04 2.96340199e-04
 1.18536079e-04 1.48170099e-05 1.48170099e-05 0.00000000e+00
 0.00000000e+00]",0.5580708714598015,0.27359565363628113,1
122,equal-width-data,"[ 0.     7.629 11.559 15.488 19.418 23.347 27.276 31.206 35.135 39.065
 42.994 46.924 50.853 54.782 58.712 62.641 66.571 71.   ]","[1.94251000e-02 1.27515187e-01 2.47266262e-01 2.62083272e-01
 1.64661431e-01 8.19676989e-02 5.09112461e-02 2.55889761e-02
 1.16906208e-02 4.28211587e-03 2.90413395e-03 1.20017780e-03
 3.40791228e-04 7.40850496e-05 5.92680397e-05 1.48170099e-05
 1.48170099e-05]",0.5019322977192471,0.34060325520778534,1
123,equal-frequency,"[ 0.   9.2 10.8 12.  13.1 14.  15.  15.7 16.5 17.3 18.2 19.3 20.5 21.9
 23.6 26.4 30.2 71. ]","[0.06380204 0.04434731 0.03879093 0.10472663 0.         0.07432212
 0.06821751 0.08419025 0.06066084 0.07098829 0.04624389 0.05144466
 0.03796118 0.07525559 0.06498741 0.05894207 0.05511928]",0.3199356550137751,0.5681654051919285,1
124,kbins,"[ 0.          7.62941176 11.55882353 15.48823529 19.41764706 23.34705882
 27.27647059 31.20588235 35.13529412 39.06470588 42.99411765 46.92352941
 50.85294118 54.78235294 58.71176471 62.64117647 66.57058824 70.5       ]","[1.94251000e-02 1.27515187e-01 2.47266262e-01 2.62083272e-01
 1.64661431e-01 8.19676989e-02 5.09112461e-02 2.55889761e-02
 1.16906208e-02 4.28211587e-03 2.90413395e-03 1.20017780e-03
 3.40791228e-04 7.40850496e-05 5.92680397e-05 1.48170099e-05
 1.48170099e-05]",0.5072395975777405,0.34128127287835464,1
125,kbins-quantile,"[ 0.   9.2 10.8 12.  13.1 14.  15.  15.7 16.5 17.3 18.2 19.3 20.5 21.9
 23.6 26.4 30.2 70.5]","[0.06380204 0.04434731 0.03879093 0.10472663 0.         0.07432212
 0.06821751 0.08419025 0.06066084 0.07098829 0.04624389 0.05144466
 0.03796118 0.07525559 0.06498741 0.05894207 0.05511928]",0.31921313067709334,0.5692008122662218,1
126,decision-tree,"[ 0.          4.25        6.35000014  6.75        6.95000005 10.1500001
 12.44999981 18.25       18.44999981 19.15000057 19.25       19.75
 20.75       28.05000019 28.25       30.55000019 31.25       71.        ]","[0.00082975 0.01050526 0.         0.         0.09681434 0.09325826
 0.40863832 0.         0.04624389 0.         0.         0.05144466
 0.21286116 0.         0.02428508 0.00894947 0.0461698 ]",0.6024498622014768,0.5397777157197485,1
127,kmeans,"[ 0.          6.39558233  9.18792348 11.35776722 13.34117572 15.24329961
 16.98332288 18.6543694  20.38655335 22.03207902 23.69733333 25.80228928
 27.93654603 30.44394176 33.35491639 37.64440678 42.97613065 71.        ]","[0.01133501 0.05246703 0.08313824 0.10472663 0.14253964 0.08419025
 0.13164913 0.09768855 0.08379019 0.02942658 0.04010965 0.04185805
 0.04196177 0.02455179 0.01600237 0.00995703 0.00460809]",0.3007207079424612,0.5150399958410328,1
128,random-forest,"[ 0.          4.04999995  6.17941166  8.30882347 10.43823511 12.86764695
 15.49705881 17.82647015 19.95588218 22.28529392 25.34411773 28.24411768
 31.17352985 34.50294113 38.84411834 41.46176529 45.81176455 50.98529423
 71.        ]","[0.00082975 0.01050526 0.0280486  0.06876574 0.09325826 0.19279893
 0.14485109 0.11723218 0.13523485 0.06953623 0.05953475 0.03323455
 0.02244777 0.01275745 0.0049637  0.00364498 0.00185213 0.00050378]",0.3557311247321602,0.45782571651462456,1
129,equal-width,"[ 0.          4.44444444  8.88888889 13.33333333 17.77777778 22.22222222
 26.66666667 31.11111111 35.55555556 40.         44.44444444 48.88888889
 53.33333333 57.77777778 62.22222222 66.66666667 71.11111111 75.55555556
 80.        ]","[8.29752556e-04 3.85538598e-02 2.12283301e-01 2.87390725e-01
 2.52467032e-01 9.44139873e-02 6.78915395e-02 2.55889761e-02
 1.16906208e-02 6.03052304e-03 1.88176026e-03 7.70484516e-04
 8.89020596e-05 8.89020596e-05 1.48170099e-05 1.48170099e-05
 0.00000000e+00 0.00000000e+00]",0.5473410467591755,0.25255303161510645,1
130,equal-width-data,"[ 0.     7.411 11.122 14.833 18.544 22.256 25.967 29.678 33.389 37.1
 40.811 44.522 48.233 51.944 55.656 59.367 63.078 66.789 71.   ]","[1.94251000e-02 1.27515187e-01 1.79048748e-01 2.84056897e-01
 1.81478738e-01 6.95362276e-02 7.05734183e-02 3.77981923e-02
 1.60023707e-02 7.39368795e-03 4.31174989e-03 1.88176026e-03
 5.33412357e-04 2.81523189e-04 7.40850496e-05 5.92680397e-05
 1.48170099e-05 1.48170099e-05]",0.46958498109846736,0.3215540502324904,1
131,equal-frequency,"[ 0.   9.1 10.6 11.9 12.9 13.9 14.7 15.4 16.1 16.9 17.7 18.6 19.7 20.9
 22.2 24.  26.7 30.5 71. ]","[0.06380204 0.04434731 0.03879093 0.05446733 0.0502593  0.07432212
 0.06821751 0.08419025 0.         0.06066084 0.07098829 0.04624389
 0.05144466 0.08379019 0.02942658 0.06498741 0.05894207 0.05511928]",0.2842706267692827,0.5622980229259966,1
132,kbins,"[ 0.          7.41111111 11.12222222 14.83333333 18.54444444 22.25555556
 25.96666667 29.67777778 33.38888889 37.1        40.81111111 44.52222222
 48.23333333 51.94444444 55.65555556 59.36666667 63.07777778 66.78888889
 70.5       ]","[1.94251000e-02 1.27515187e-01 1.79048748e-01 2.84056897e-01
 1.81478738e-01 6.95362276e-02 7.05734183e-02 3.77981923e-02
 1.60023707e-02 7.39368795e-03 4.31174989e-03 1.88176026e-03
 5.33412357e-04 2.81523189e-04 7.40850496e-05 5.92680397e-05
 1.48170099e-05 1.48170099e-05]",0.4748922809569607,0.3222128863300556,1
133,kbins-quantile,"[ 0.   9.1 10.6 11.9 12.9 13.9 14.7 15.4 16.1 16.9 17.7 18.6 19.7 20.9
 22.2 24.  26.7 30.5 70.5]","[0.06380204 0.04434731 0.03879093 0.05446733 0.0502593  0.07432212
 0.06821751 0.08419025 0.         0.06066084 0.07098829 0.04624389
 0.05144466 0.08379019 0.02942658 0.06498741 0.05894207 0.05511928]",0.2835481024326011,0.5633195177094319,1
134,decision-tree,"[ 0.          4.25        6.35000014  6.75        6.95000005 10.1500001
 12.44999981 18.25       18.44999981 19.15000057 19.25       19.75
 20.75       28.05000019 28.25       30.55000019 31.25       31.44999981
 71.        ]","[0.00082975 0.01050526 0.         0.         0.09681434 0.09325826
 0.40863832 0.         0.04624389 0.         0.         0.05144466
 0.21286116 0.         0.02428508 0.00894947 0.         0.0461698 ]",0.6024498622014768,0.5264058827698411,1
135,kmeans,"[ 0.          6.07601381  8.4950118  10.28998378 11.98735988 13.51392523
 15.07842397 16.56595945 18.05950146 19.61223679 21.28219282 23.13949539
 25.54339398 27.94161267 30.6984878  33.73165791 37.90715152 43.14842932
 71.        ]","[0.01133501 0.0280486  0.06876574 0.03879093 0.10472663 0.14253964
 0.08419025 0.13164913 0.04624389 0.08940584 0.07525559 0.04010965
 0.04185805 0.04196177 0.02455179 0.01600237 0.0108016  0.00376352]",0.26913186436837344,0.5089309026991862,1
136,random-forest,"[ 0.          4.04999995  6.02777775  8.00555568  9.98333327 11.96111096
 14.21666665 16.41666635 18.39444404 20.7722221  23.94999981 27.12777827
 29.41666677 32.01666641 35.26111115 37.83888923 41.78333346 45.78888808
 49.20555496 71.        ]","[0.00082975 0.01050526 0.0280486  0.02441843 0.08313824 0.17904875
 0.15240776 0.13164913 0.09768855 0.11321677 0.0819677  0.02871537
 0.03193066 0.0158542  0.00601571 0.00856423 0.00364498 0.00160024
 0.00075567]",0.3487390340549278,0.4514326737767326,1
137,equal-width,"[ 0.          4.21052632  8.42105263 12.63157895 16.84210526 21.05263158
 25.26315789 29.47368421 33.68421053 37.89473684 42.10526316 46.31578947
 50.52631579 54.73684211 58.94736842 63.15789474 67.36842105 71.57894737
 75.78947368 80.        ]","[8.29752556e-04 3.85538598e-02 1.62024004e-01 2.76989184e-01
 2.67298859e-01 1.15365239e-01 7.05734183e-02 3.77981923e-02
 1.60023707e-02 9.95703067e-03 2.90413395e-03 1.20017780e-03
 3.40791228e-04 7.40850496e-05 5.92680397e-05 1.48170099e-05
 1.48170099e-05 0.00000000e+00 0.00000000e+00]",0.5228120829558196,0.23236660919756313,1
138,equal-width-data,"[ 0.     7.216 10.732 14.247 17.763 21.279 24.795 28.311 31.826 35.342
 38.858 42.374 45.889 49.405 52.921 56.437 59.953 66.984 71.   ]","[1.94251000e-02 8.87242554e-02 2.17839680e-01 2.13068603e-01
 2.06638020e-01 9.92443325e-02 7.56556527e-02 3.32345533e-02
 2.55889761e-02 9.61623944e-03 6.35649726e-03 2.25218551e-03
 1.60023707e-03 4.44510298e-04 1.62987109e-04 5.92680397e-05
 7.40850496e-05 1.48170099e-05]",0.4670416813268504,0.3407882422008469,1
139,equal-frequency,"[ 0.   9.  10.5 11.7 12.7 13.6 14.4 15.1 15.8 16.5 17.2 18.  19.  20.
 21.2 22.5 24.5 27.  30.8 71. ]","[0.03938361 0.06876574 0.03879093 0.05446733 0.0502593  0.07432212
 0.06821751 0.         0.08419025 0.06066084 0.         0.07098829
 0.04624389 0.08940584 0.04582901 0.05341532 0.04099867 0.05894207
 0.05511928]",0.2674442791272704,0.5561619638039482,1
140,kbins,"[ 0.          7.21578947 10.73157895 14.24736842 17.76315789 21.27894737
 24.79473684 28.31052632 31.82631579 35.34210526 38.85789474 42.37368421
 45.88947368 49.40526316 52.92105263 56.43684211 59.95263158 63.46842105
 66.98421053 70.5       ]","[1.94251000e-02 8.87242554e-02 2.17839680e-01 2.13068603e-01
 2.06638020e-01 9.92443325e-02 7.56556527e-02 3.32345533e-02
 2.55889761e-02 9.61623944e-03 6.35649726e-03 2.25218551e-03
 1.60023707e-03 4.44510298e-04 1.62987109e-04 5.92680397e-05
 5.92680397e-05 1.48170099e-05 1.48170099e-05]",0.47100492324630205,0.3039245798786967,1
141,kbins-quantile,"[ 0.   9.  10.5 11.7 12.7 13.6 14.4 15.1 15.8 16.5 17.2 18.  19.  20.
 21.2 22.5 24.5 27.  30.8 70.5]","[0.03938361 0.06876574 0.03879093 0.05446733 0.0502593  0.07432212
 0.06821751 0.         0.08419025 0.06066084 0.         0.07098829
 0.04624389 0.08940584 0.04582901 0.05341532 0.04099867 0.05894207
 0.05511928]",0.2667217547905888,0.5571693040750229,1
142,decision-tree,"[ 0.          4.25        6.35000014  6.75        6.95000005 10.1500001
 12.44999981 12.8499999  18.25       18.44999981 19.15000057 19.25
 19.75       20.75       28.05000019 28.25       30.55000019 31.25
 31.44999981 71.        ]","[0.00082975 0.01050526 0.         0.         0.09681434 0.09325826
 0.         0.40863832 0.         0.04624389 0.         0.
 0.05144466 0.21286116 0.         0.02428508 0.00894947 0.
 0.0461698 ]",0.6024498622014768,0.5242101700864984,1
143,kmeans,"[ 0.          6.26738007  8.88519729 10.7519087  12.47733311 14.02354669
 15.4946045  17.02544926 18.61647157 20.31008969 21.91306072 23.39444258
 25.30473351 27.17030123 29.14625478 31.39765319 33.98694869 37.79505703
 42.50853333 71.        ]","[0.01133501 0.0280486  0.06876574 0.09325826 0.12458142 0.06821751
 0.14485109 0.07098829 0.09768855 0.03796118 0.07525559 0.04010965
 0.04185805 0.02871537 0.02219588 0.01560231 0.01600237 0.00995703
 0.00460809]",0.25898412469710763,0.4986438857938301,1
144,random-forest,"[ 0.          4.04999995  5.96578951  7.88157906  9.79736838 11.81315783
 13.9289472  15.94473666 17.86052578 19.77631564 21.79210502 24.60789515
 27.22368436 29.82894692 32.96052702 36.89736858 40.08684148 44.40263216
 46.83421115 51.44473658 71.        ]","[0.00082975 0.0029634  0.01563195 0.04437694 0.08313824 0.10472663
 0.14253964 0.14485109 0.11723218 0.08940584 0.09924433 0.05797896
 0.02871537 0.03193066 0.01938065 0.00988295 0.00431175 0.00115573
 0.00125945 0.00044451]",0.3125040936851263,0.4356776533161133,1
145,equal-width,"[ 0.  4.  8. 12. 16. 20. 24. 28. 32. 36. 40. 44. 48. 52. 56. 60. 64. 68.
 72. 76. 80.]","[0.00000000e+00 1.94251000e-02 1.27515187e-01 2.47266262e-01
 2.62083272e-01 1.64661431e-01 8.19676989e-02 5.09112461e-02
 2.55889761e-02 1.16906208e-02 5.12668543e-03 2.45962365e-03
 8.59386576e-04 2.81523189e-04 7.40850496e-05 5.92680397e-05
 1.48170099e-05 1.48170099e-05 0.00000000e+00 0.00000000e+00]",0.5023592391783914,0.21292956007862507,1
146,equal-width-data,"[ 0.    7.04 10.38 13.72 17.06 20.4  23.74 27.08 30.42 33.76 37.1  40.44
 43.78 47.12 50.46 53.8  57.14 60.48 67.16 71.  ]","[1.94251000e-02 8.87242554e-02 1.43517558e-01 2.87390725e-01
 1.68676841e-01 1.13216773e-01 8.19676989e-02 4.19617721e-02
 2.45517854e-02 1.60023707e-02 7.39368795e-03 3.40791228e-03
 2.45962365e-03 8.00118536e-04 2.96340199e-04 8.89020596e-05
 8.89020596e-05 1.48170099e-05 1.48170099e-05]",0.4344108797043501,0.32264103177967796,1
147,equal-frequency,"[ 0.     9.    10.4   11.5   12.5   13.4   14.1   14.9   15.5   16.2
 16.9   17.6   18.4   19.4   20.4   21.5   22.8   24.8   27.3   31.055
 71.   ]","[0.03938361 0.06876574 0.03879093 0.05446733 0.0502593  0.07432212
 0.         0.06821751 0.08419025 0.         0.06066084 0.07098829
 0.04624389 0.05144466 0.03796118 0.04582901 0.05341532 0.05797896
 0.05091125 0.0461698 ]",0.26205062673424906,0.5501731070528085,1
148,kbins,"[ 0.    7.04 10.38 13.72 17.06 20.4  23.74 27.08 30.42 33.76 37.1  40.44
 43.78 47.12 50.46 53.8  57.14 60.48 63.82 67.16 70.5 ]","[1.94251000e-02 8.87242554e-02 1.43517558e-01 2.87390725e-01
 1.68676841e-01 1.13216773e-01 8.19676989e-02 4.19617721e-02
 2.45517854e-02 1.60023707e-02 7.39368795e-03 3.40791228e-03
 2.45962365e-03 8.00118536e-04 2.96340199e-04 8.89020596e-05
 8.89020596e-05 0.00000000e+00 1.48170099e-05 1.48170099e-05]",0.4397181795628434,0.2863186094451925,1
149,kbins-quantile,"[ 0.     9.    10.4   11.5   12.5   13.4   14.1   14.9   15.5   16.2
 16.9   17.6   18.4   19.4   20.4   21.5   22.8   24.8   27.3   31.055
 70.5  ]","[0.03938361 0.06876574 0.03879093 0.05446733 0.0502593  0.07432212
 0.         0.06821751 0.08419025 0.         0.06066084 0.07098829
 0.04624389 0.05144466 0.03796118 0.04582901 0.05341532 0.05797896
 0.05091125 0.0461698 ]",0.2614580455996064,0.5511670060060697,1
150,decision-tree,"[ 0.          4.25        6.35000014  6.75        6.95000005 10.1500001
 12.44999981 12.8499999  18.25       18.44999981 19.15000057 19.25
 19.75       20.75       28.05000019 28.25       28.44999981 30.55000019
 31.25       31.44999981 71.        ]","[0.00082975 0.01050526 0.         0.         0.09681434 0.09325826
 0.         0.40863832 0.         0.04624389 0.         0.
 0.05144466 0.21286116 0.         0.         0.02428508 0.00894947
 0.         0.0461698 ]",0.6024498622014768,0.5135905095238726,1
151,kmeans,"[ 0.          6.07601381  8.45064011 10.0166711  11.48080719 12.81976992
 14.15018921 15.5410488  16.89225898 18.17656523 19.56811412 21.16914873
 22.9975497  25.23324071 27.24583498 29.41490683 31.82221481 34.47173913
 38.21599462 43.2728022  71.        ]","[0.01133501 0.0280486  0.06876574 0.03879093 0.05446733 0.12458142
 0.06821751 0.08419025 0.13164913 0.04624389 0.08940584 0.04582901
 0.06953623 0.04185805 0.02871537 0.02219588 0.02244777 0.01275745
 0.00720107 0.00376352]",0.22849980114865498,0.4924406153433354,1
152,random-forest,"[ 0.          4.04999995  5.96500003  7.88000011  9.79499996 11.90999985
 14.32499993 16.24000006 18.15500054 20.17000046 22.18500037 24.70000029
 27.11500044 29.32999954 31.54500017 34.26000004 36.57499933 39.16999969
 41.62749996 44.71999989 49.09250021 71.        ]","[0.00082975 0.0029634  0.01563195 0.04437694 0.08313824 0.17904875
 0.15240776 0.13164913 0.09768855 0.08379019 0.05341532 0.05797896
 0.02871537 0.02219588 0.02244777 0.00666765 0.00816417 0.00288932
 0.00314121 0.00210402 0.00075567]",0.3110978636174142,0.4319131207454613,1
153,bayesian-blocks,"[ 0.    4.15  4.65  5.45  5.95  6.05  6.45  6.55  6.95  7.05  7.35  7.45
  7.75  7.95  8.05  8.45  8.55  8.95  9.05  9.45  9.55  9.75  9.95 10.05
 10.45 10.55 10.75 10.95 11.05 11.35 11.45 11.75 11.95 12.05 12.45 12.55
 12.75 12.95 13.05 13.45 13.55 13.75 13.95 14.05 14.45 14.55 14.75 14.95
 15.05 15.35 15.45 15.95 16.05 16.45 16.55 16.95 17.05 17.45 17.55 17.95
 18.05 18.45 18.55 18.95 19.05 19.35 19.45 19.95 20.05 20.45 20.55 20.95
 21.05 21.45 21.55 21.95 22.05 22.35 22.45 22.55 22.75 22.95 23.05 23.35
 23.45 23.95 24.05 24.45 24.55 24.95 25.05 25.45 25.55 25.95 26.05 26.45
 26.55 26.95 27.05 27.35 27.45 27.95 28.05 28.45 28.55 28.95 29.05 29.45
 29.55 29.95 30.05 30.45 30.55 30.95 31.05 31.35 31.45 31.95 32.05 32.45
 32.55 33.45 33.55 34.55 38.45 38.55 39.55 41.55 44.15 46.75 50.7  53.3
 70.5 ]","[0.00082975 0.         0.0029634  0.         0.00754186 0.
 0.         0.         0.00809009 0.         0.         0.
 0.         0.01995851 0.         0.         0.         0.02441843
 0.         0.         0.         0.         0.04434731 0.
 0.         0.         0.         0.03879093 0.         0.
 0.         0.         0.05446733 0.         0.         0.
 0.         0.0502593  0.         0.         0.         0.
 0.07432212 0.         0.         0.         0.         0.06821751
 0.         0.         0.         0.08419025 0.         0.
 0.         0.06066084 0.         0.         0.         0.07098829
 0.         0.         0.         0.04624389 0.         0.
 0.         0.05144466 0.         0.         0.         0.03796118
 0.         0.         0.         0.04582901 0.         0.
 0.         0.         0.         0.02942658 0.         0.
 0.         0.02398874 0.         0.         0.         0.01612091
 0.         0.         0.         0.02487776 0.         0.
 0.         0.01698029 0.         0.         0.         0.01767669
 0.         0.         0.         0.01103867 0.         0.
 0.         0.01324641 0.         0.         0.         0.00894947
 0.         0.         0.         0.00973478 0.         0.
 0.00586754 0.         0.00684546 0.01275745 0.         0.00207438
 0.00288932 0.00314121 0.00115573 0.00120018 0.00029634 0.00020744]",0.0,0.0,1
154,mdlp,"[ 0.          6.35774194 10.62954839 16.78806452 18.22954839 18.599
 71.        ]",[0.01133501 0.09681434 0.37024744 0.13164913 0.         0.38995407],0.9545273772631025,0.660966309538738,1
