ID,method,bins,distribution,kl_d,l2_norm,gpt_prompt
100,kbins,"[       0.          2348497.71428571  4696995.42857143  7045493.14285714
  9393990.85714286 11742488.57142857 14090986.28571428 16439484.
 18787981.71428571 21136479.42857143 23484977.14285714 25833474.85714285
 28181972.57142857 30530470.28571428 32878968.        ]","[9.96088309e-01 3.06712105e-03 6.07497407e-04 1.62987109e-04
 1.48170099e-05 4.44510298e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",0.6920823841880952,0.3935883162241184,1
101,kbins-quantile,"[       0.            43503.21428571    75644.42857143   102009.64285714
   127186.           153368.           181618.28571429   212724.
   247551.           287622.           339861.14285714   407308.42857143
   505457.           674348.         32878968.        ]","[0.07420359 0.0668988  0.08121203 0.05719366 0.08201215 0.07484072
 0.06861757 0.0613276  0.07224774 0.06962513 0.07558157 0.07295896
 0.07208475 0.07118092]",0.4191019577805988,0.5711923989970336,1
102,decision-tree,"[       0.    104984.5   581609.    581837.    582986.5   602195.5
   603706.    886606.5   891090.5   891803.    986480.    987211.5
  2377565.   2421759.  32878968. ]","[2.22314417e-01 6.75018521e-01 0.00000000e+00 0.00000000e+00
 8.23825752e-03 0.00000000e+00 6.03052304e-02 9.92739665e-04
 0.00000000e+00 6.78619055e-03 0.00000000e+00 2.26107571e-02
 1.33353089e-04 3.58571640e-03]",0.8625968728892188,0.573041889928442,1
103,kmeans,"[       0.            55180.76676993   143340.42910855   238723.07875983
   350229.85519662   487634.6230734    662472.9077446    909128.17337807
  1316586.93484042  1960804.36065574  2882382.33333333  4356117.175
  6803309.68965517 12222928.         32878968.        ]","[9.28433842e-02 2.40924581e-01 2.12372203e-01 1.86679508e-01
 1.11957327e-01 8.08119721e-02 4.22729293e-02 1.81804712e-02
 7.88264928e-03 3.60053341e-03 1.51133501e-03 6.96399467e-04
 2.22255149e-04 2.96340199e-05]",0.35932656233687055,0.5589764966908246,1
104,random-forest,"[0.00000000e+00 4.75000000e+01 7.34336429e+04 8.86499286e+04
 1.05464929e+05 1.48988500e+05 2.09875357e+05 3.54863000e+05
 4.51107500e+05 4.74273929e+05 5.77677357e+05 7.45268214e+05
 9.08200000e+05 9.96298929e+05 1.24737850e+06 3.28789680e+07]","[0.01244629 0.1286561  0.02619647 0.05501556 0.11145355 0.14883686
 0.25021485 0.09170247 0.01398726 0.05439324 0.05354867 0.02141058
 0.00647503 0.00994221 0.01570603]",0.38895307061911844,0.5708415248629115,1
105,equal-width,"[       0.          3333333.33333333  6666666.66666667 10000000.
 13333333.33333333 16666666.66666667 20000000.         23333333.33333334
 26666666.66666667 30000000.         33333333.33333334 36666666.66666667
 40000000.         43333333.33333334 46666666.66666667 50000000.        ]","[9.98044155e-01 1.67432212e-03 2.07438139e-04 5.92680397e-05
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.48170099e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]",0.5846008734570193,0.12349268001028058,1
106,equal-width-data,"[       0.   2191931.2  4383862.4  6575793.6  8767724.8 10959656.
 13151587.2 32878968. ]","[9.95421544e-01 3.64498444e-03 6.51948437e-04 1.92621129e-04
 1.48170099e-05 5.92680397e-05 0.00000000e+00]",0.7099804288027817,0.5988536383038059,1
107,equal-frequency,"[       0.       40774.       71982.133    96915.2     120460.
   144856.      169993.      197980.      228532.      262732.
   304722.      355507.733   423605.      523619.733   690682.933
 32878968.   ]","[0.07420359 0.0668988  0.05380056 0.08460513 0.05425989 0.05326715
 0.07306268 0.06583198 0.07813009 0.06316491 0.0655949  0.0683805
 0.06626167 0.0669877  0.06553563]",0.3878603354026118,0.5711439804873273,1
108,kbins,"[       0.   2191931.2  4383862.4  6575793.6  8767724.8 10959656.
 13151587.2 15343518.4 17535449.6 19727380.8 21919312.  24111243.2
 26303174.4 28495105.6 30687036.8 32878968. ]","[9.95421544e-01 3.64498444e-03 6.51948437e-04 1.92621129e-04
 1.48170099e-05 5.92680397e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]",0.7099804288027817,0.3758693444548983,1
109,kbins-quantile,"[       0.            40774.            71982.13333333    96915.2
   120460.           144856.           169993.           197980.
   228532.           262732.           304722.           355507.73333333
   423605.           523619.73333333   690682.93333333 32878968.        ]","[0.07420359 0.0668988  0.05380056 0.08460513 0.05425989 0.05326715
 0.07306268 0.06583198 0.07813009 0.06316491 0.0655949  0.0683805
 0.06626167 0.0669877  0.06553563]",0.3878603354026118,0.5711439804872814,1
110,decision-tree,"[       0.    104984.5   581609.    581837.    582986.5   583243.
   602195.5   603706.    886606.5   891090.5   891803.    986480.
   987211.5  2377565.   2421759.  32878968. ]","[2.22314417e-01 6.75018521e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 8.23825752e-03 0.00000000e+00 6.03052304e-02
 9.92739665e-04 0.00000000e+00 6.78619055e-03 0.00000000e+00
 2.26107571e-02 1.33353089e-04 3.58571640e-03]",0.8625968728892188,0.5730213753280313,1
111,kmeans,"[       0.            59282.34436693   152362.34958062   252636.45989863
   369685.85869682   511121.22231572   680859.1198092    909806.1066336
  1263917.08275862  1790363.73626374  2465081.62430939  3591598.01282051
  4767187.65909091  6841181.39285714 12222928.         32878968.        ]","[9.28433842e-02 2.68676841e-01 2.23692399e-01 1.58675359e-01
 1.18402726e-01 6.94325085e-02 3.61386872e-02 1.69654764e-02
 7.66039413e-03 4.08949474e-03 1.73359016e-03 8.59386576e-04
 5.77863387e-04 2.07438139e-04 2.96340199e-05]",0.34992908992896465,0.558261866578242,1
112,random-forest,"[0.00000000e+00 1.80500000e+02 7.73876333e+04 9.69931000e+04
 1.05311300e+05 1.25268900e+05 1.95779167e+05 2.39382900e+05
 3.70674167e+05 4.68967500e+05 5.67100600e+05 6.02528000e+05
 7.48216200e+05 8.95433900e+05 9.86056300e+05 1.25314310e+06
 3.28789680e+07]","[0.01244629 0.1286561  0.05380056 0.02741147 0.05719366 0.18058972
 0.08604238 0.20834198 0.077004   0.05674915 0.0173359  0.04088013
 0.02041784 0.00678619 0.01083123 0.01549859]",0.36384021701142333,0.5708312485738136,1
113,equal-width,"[       0.  3125000.  6250000.  9375000. 12500000. 15625000. 18750000.
 21875000. 25000000. 28125000. 31250000. 34375000. 37500000. 40625000.
 43750000. 46875000. 50000000.]","[9.97792266e-01 1.80767521e-03 3.25974218e-04 2.96340199e-05
 2.96340199e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.48170099e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]",0.60833405049819,0.0969661810521475,1
114,equal-width-data,"[       0.   2054935.5  4109871.   6164806.5  8219742.  10274677.5
 12329613.  14384548.5 32878968. ]","[9.94562157e-01 4.25248185e-03 7.55667506e-04 3.40791228e-04
 1.48170099e-05 2.96340199e-05 2.96340199e-05 0.00000000e+00]",0.7314355919959086,0.5855998926712243,1
115,equal-frequency,"[       0.       38399.       68704.       92492.      114703.
   137066.      160227.      185543.312   212724.      243162.
   277096.      319422.062   370842.      438881.      537678.625
   707879.438 32878968.   ]","[0.05639354 0.05907542 0.07943399 0.0559194  0.05571196 0.08050081
 0.04932583 0.06861757 0.0613276  0.05534153 0.05959401 0.07324048
 0.05485257 0.06417247 0.06326863 0.06320936]",0.3591791284449627,0.5711014955308404,1
116,kbins,"[       0.   2054935.5  4109871.   6164806.5  8219742.  10274677.5
 12329613.  14384548.5 16439484.  18494419.5 20549355.  22604290.5
 24659226.  26714161.5 28769097.  30824032.5 32878968. ]","[9.94562157e-01 4.25248185e-03 7.55667506e-04 3.40791228e-04
 1.48170099e-05 2.96340199e-05 2.96340199e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]",0.7314355919959086,0.3589562135635632,1
117,kbins-quantile,"[       0.        38399.        68704.        92492.       114703.
   137066.       160227.       185543.3125   212724.       243162.
   277096.       319422.0625   370842.       438881.       537678.625
   707879.4375 32878968.    ]","[0.05639354 0.05907542 0.07943399 0.0559194  0.05571196 0.08050081
 0.04932583 0.06861757 0.0613276  0.05534153 0.05959401 0.07324048
 0.05485257 0.06417247 0.06326863 0.06320936]",0.3591791284449627,0.5711014955308527,1
118,decision-tree,"[       0.    104984.5   581609.    581837.    582986.5   583119.5
   583243.    602195.5   603706.    886606.5   891090.5   891803.
   986480.    987211.5  2377565.   2421759.  32878968. ]","[2.22314417e-01 6.75018521e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 8.23825752e-03 0.00000000e+00
 6.03052304e-02 9.92739665e-04 0.00000000e+00 6.78619055e-03
 0.00000000e+00 2.26107571e-02 1.33353089e-04 3.58571640e-03]",0.8625968728892188,0.5730008703994849,1
119,kmeans,"[       0.            57517.03644444   147329.13505782   241123.36884484
   344029.9398727    459275.50382198   593010.32943227   753576.29231415
   974958.6         1307543.2768      1813741.73746313  2470635.64606742
  3591598.01282051  4767187.65909091  6841181.39285714 12222928.
 32878968.        ]","[9.28433842e-02 2.40924581e-01 2.32538154e-01 1.54600682e-01
 1.03615350e-01 7.69002815e-02 4.69106534e-02 2.49222107e-02
 1.25500074e-02 6.91954364e-03 3.86723959e-03 1.71877315e-03
 8.59386576e-04 5.77863387e-04 2.07438139e-04 2.96340199e-05]",0.30339643354351553,0.5580683507172679,1
120,random-forest,"[0.00000000e+00 1.99500000e+02 7.44924688e+04 9.19718750e+04
 1.06017625e+05 1.28069500e+05 1.75399688e+05 2.26256750e+05
 3.41883031e+05 4.11511500e+05 4.68570281e+05 5.22286250e+05
 5.84559938e+05 7.79660250e+05 9.03373406e+05 9.82554125e+05
 1.16591066e+06 3.28789680e+07]","[0.01244629 0.1286561  0.05380056 0.02741147 0.05719366 0.13271596
 0.11370573 0.19497703 0.07196622 0.03861313 0.0359757  0.02987109
 0.05463032 0.01589865 0.00579345 0.00807527 0.01825456]",0.3088277712293491,0.5708401997181902,1
121,equal-width,"[       0.          2941176.47058824  5882352.94117647  8823529.41176471
 11764705.88235294 14705882.35294118 17647058.82352941 20588235.29411764
 23529411.76470588 26470588.23529412 29411764.70588235 32352941.17647059
 35294117.64705882 38235294.11764706 41176470.58823529 44117647.05882353
 47058823.52941176 50000000.        ]","[9.97673729e-01 1.85212624e-03 3.85242258e-04 2.96340199e-05
 4.44510298e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.48170099e-05
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",0.619695540051114,0.07146870755113277,1
122,equal-width-data,"[       0.     1934056.941  3868113.882  5802170.824  7736227.765
  9670284.706 11604341.647 13538398.588 32878968.   ]","[9.93717588e-01 4.83034524e-03 9.63105645e-04 3.70425248e-04
 4.44510298e-05 1.48170099e-05 4.44510298e-05 0.00000000e+00]",0.7485451986413916,0.5867300060628523,1
123,equal-frequency,"[       0.       36421.882    65944.529    88483.      109421.
   130264.      152057.      174819.      199538.      226556.
   256431.824   290668.706   333037.588   385571.471   453302.
   552980.471   723141.118 32878968.   ]","[0.05639354 0.05907542 0.0518299  0.05501556 0.08421988 0.05498592
 0.05070381 0.04787376 0.06583198 0.05928286 0.06806934 0.05489702
 0.05597866 0.0603645  0.05880871 0.05829012 0.0583642 ]",0.3334898485168688,0.571061852769342,1
124,kbins,"[       0.          1934056.94117647  3868113.88235294  5802170.82352941
  7736227.76470588  9670284.70588235 11604341.64705882 13538398.58823529
 15472455.52941176 17406512.47058824 19340569.41176471 21274626.35294118
 23208683.29411765 25142740.23529412 27076797.17647059 29010854.11764706
 30944911.05882353 32878968.        ]","[9.93717588e-01 4.83034524e-03 9.63105645e-04 3.70425248e-04
 4.44510298e-05 1.48170099e-05 4.44510298e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",0.7485451986413916,0.3427322161957954,1
125,kbins-quantile,"[       0.            36421.88235294    65944.52941176    88483.
   109421.           130264.           152057.           174819.
   199538.           226556.           256431.82352941   290668.70588235
   333037.58823529   385571.47058824   453302.           552980.47058824
   723141.11764706 32878968.        ]","[0.05639354 0.05907542 0.0518299  0.05501556 0.08421988 0.05498592
 0.05070381 0.04787376 0.06583198 0.05928286 0.06806934 0.05489702
 0.05597866 0.0603645  0.05880871 0.05829012 0.0583642 ]",0.3334898485168688,0.5710618527694524,1
126,decision-tree,"[       0.    104984.5   581609.    581837.    582986.5   583015.
   583119.5   583243.    602195.5   603706.    886606.5   891090.5
   891803.    986480.    987211.5  2377565.   2421759.  32878968. ]","[2.22314417e-01 6.75018521e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 8.23825752e-03
 0.00000000e+00 6.03052304e-02 9.92739665e-04 0.00000000e+00
 6.78619055e-03 0.00000000e+00 2.26107571e-02 1.33353089e-04
 3.58571640e-03]",0.8625968728892188,0.5729803738036877,1
127,kmeans,"[       0.            51854.32133676   134795.74025806   221248.76422323
   316854.59438722   428494.7256134    561891.37755326   721827.60525369
   939727.65934898  1261275.23529412  1695974.03426791  2200807.2437811
  2936206.75824176  3959570.3125      5065126.53571429  6877867.7037037
 12222928.         32878968.        ]","[9.28433842e-02 2.13690917e-01 2.19395466e-01 1.55311898e-01
 1.19958512e-01 8.70351163e-02 5.33856868e-02 2.84782931e-02
 1.47281079e-02 6.78619055e-03 3.86723959e-03 2.19291747e-03
 9.33471625e-04 7.40850496e-04 4.00059268e-04 2.07438139e-04
 2.96340199e-05]",0.2832967029606619,0.5571602358357652,1
128,random-forest,"[0.00000000e+00 7.69500000e+02 7.47353824e+04 8.79727941e+04
 1.04026676e+05 1.12463794e+05 1.45013029e+05 2.08692647e+05
 3.01505971e+05 3.70953765e+05 4.62301853e+05 4.83766265e+05
 5.27432735e+05 5.90796618e+05 8.01265765e+05 9.39058794e+05
 1.01423956e+06 1.20520912e+06 3.28789680e+07]","[0.01244629 0.1286561  0.02619647 0.05501556 0.02850793 0.08294562
 0.14883686 0.18461994 0.08725737 0.077004   0.01329086 0.02268484
 0.03396059 0.0547044  0.01397244 0.00545266 0.00745296 0.01698029]",0.2963280845900528,0.5708027577582854,1
129,equal-width,"[       0.          2777777.77777778  5555555.55555556  8333333.33333333
 11111111.11111111 13888888.88888889 16666666.66666667 19444444.44444445
 22222222.22222222 25000000.         27777777.77777778 30555555.55555556
 33333333.33333334 36111111.11111111 38888888.8888889  41666666.66666667
 44444444.44444445 47222222.22222222 50000000.        ]","[9.97273670e-01 2.22255149e-03 4.14876278e-04 1.48170099e-05
 5.92680397e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.48170099e-05
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",0.6372225535313167,0.046873539579164625,1
130,equal-width-data,"[       0.     1826609.333  3653218.667  5479828.     7306437.333
  9133046.667 10959656.    12786265.333 14612874.667 32878968.   ]","[9.92784116e-01 5.54156171e-03 1.14090976e-03 3.70425248e-04
 8.89020596e-05 0.00000000e+00 4.44510298e-05 1.48170099e-05
 0.00000000e+00]",0.7610259129695172,0.574401365544557,1
131,equal-frequency,"[       0.       34473.389    62999.778    84702.      104956.
   124393.      144856.      165807.722   188273.111   212724.
   239628.      269102.278   304722.      345952.      398799.444
   467514.      566200.      736797.833 32878968.   ]","[0.05639354 0.05907542 0.0518299  0.05501556 0.05719366 0.05425989
 0.05326715 0.04932583 0.06861757 0.04116165 0.05791969 0.06316491
 0.05368203 0.05351904 0.05706031 0.05674915 0.05581568 0.05593421]",0.30773101750021903,0.5710271852645079,1
132,kbins,"[       0.          1826609.33333333  3653218.66666667  5479828.
  7306437.33333333  9133046.66666667 10959656.         12786265.33333333
 14612874.66666667 16439484.         18266093.33333333 20092702.66666666
 21919312.         23745921.33333333 25572530.66666666 27399140.
 29225749.33333333 31052358.66666666 32878968.        ]","[9.92784116e-01 5.54156171e-03 1.14090976e-03 3.70425248e-04
 8.89020596e-05 0.00000000e+00 4.44510298e-05 1.48170099e-05
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",0.7610259129695172,0.32710610401134954,1
133,kbins-quantile,"[       0.            34473.38888889    62999.77777778    84702.
   104956.           124393.           144856.           165807.72222222
   188273.11111111   212724.           239628.           269102.27777778
   304722.           345952.           398799.44444444   467514.
   566200.           736797.83333333 32878968.        ]","[0.05639354 0.05907542 0.0518299  0.05501556 0.05719366 0.05425989
 0.05326715 0.04932583 0.06861757 0.04116165 0.05791969 0.06316491
 0.05368203 0.05351904 0.05706031 0.05674915 0.05581568 0.05593421]",0.30773101750021903,0.5710271852644448,1
134,decision-tree,"[       0.    104984.5   581609.    581837.    582986.5   583015.
   583119.5   583243.    602195.5   603706.    886606.5   891090.5
   891803.    986480.    987211.5  2377565.   2421759.  22932962.
 32878968. ]","[2.22314417e-01 6.75018521e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 8.23825752e-03
 0.00000000e+00 6.03052304e-02 9.92739665e-04 0.00000000e+00
 6.78619055e-03 0.00000000e+00 2.26107571e-02 1.33353089e-04
 3.58571640e-03 0.00000000e+00]",0.8625968728892188,0.5423652267746923,1
135,kmeans,"[       0.            45276.17649765   118944.46861432   190426.31652053
   264846.18181818   347307.16559875   441832.03361502   556339.20510304
   700225.1802366    906143.39431968  1223576.39148936  1640597.50455927
  2147691.88209607  2875938.09782609  3885823.          5009267.25806452
  6877867.7037037  12222928.         32878968.        ]","[7.42035857e-02 1.76618758e-01 2.09275448e-01 1.43962068e-01
 1.16846940e-01 9.62957475e-02 6.61283153e-02 5.34449548e-02
 3.10860868e-02 1.58690176e-02 7.30478589e-03 4.03022670e-03
 2.41517262e-03 1.08164172e-03 7.55667506e-04 4.29693288e-04
 2.07438139e-04 2.96340199e-05]",0.2315571867864592,0.556970471822241,1
136,random-forest,"[0.00000000e+00 1.80500000e+02 6.83947222e+04 7.86082778e+04
 9.73860833e+04 1.05698056e+05 1.19590222e+05 1.72580167e+05
 2.18991889e+05 3.00806944e+05 3.90687500e+05 4.68739500e+05
 5.09176778e+05 5.77799500e+05 6.72641694e+05 8.53633056e+05
 9.30187750e+05 9.85027556e+05 1.20519586e+06 3.28789680e+07]","[0.01244629 0.10302267 0.02563343 0.05380056 0.02741147 0.02850793
 0.16140169 0.09275448 0.16224626 0.10720107 0.05706031 0.02523337
 0.03618314 0.03590162 0.03390132 0.00739369 0.00355608 0.00934953
 0.01698029]",0.28089416665462486,0.5707470887871853,1
137,equal-width,"[       0.          2631578.94736842  5263157.89473684  7894736.84210526
 10526315.78947368 13157894.73684211 15789473.68421053 18421052.63157895
 21052631.57894737 23684210.52631579 26315789.47368421 28947368.42105263
 31578947.36842106 34210526.31578948 36842105.2631579  39473684.21052632
 42105263.15789474 44736842.10526316 47368421.05263158 50000000.        ]","[9.96903245e-01 2.53370870e-03 4.74144318e-04 1.48170099e-05
 5.92680397e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.48170099e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]",0.6521013817914971,0.023078532686624742,1
138,equal-width-data,"[       0.  1730472.  3460944.  5191416.  6921888.  8652360. 10382832.
 12113304. 13843776. 32878968.]","[9.91850645e-01 6.32686324e-03 1.21499481e-03 3.55608238e-04
 1.62987109e-04 1.48170099e-05 2.96340199e-05 2.96340199e-05
 0.00000000e+00]",0.7740631451623651,0.5762517612026454,1
139,equal-frequency,"[0.0000000e+00 3.2738000e+04 6.0496000e+04 8.1263000e+04 1.0072300e+05
 1.1930100e+05 1.3828800e+05 1.5761200e+05 1.7869500e+05 2.0094400e+05
 2.2516900e+05 2.5168500e+05 2.8102900e+05 3.1711700e+05 3.5867700e+05
 4.1109900e+05 4.8071600e+05 5.7978300e+05 7.4971500e+05 3.2878968e+07]","[0.05639354 0.05907542 0.0518299  0.05501556 0.02850793 0.05571196
 0.05498592 0.05070381 0.0703808  0.04332494 0.05928286 0.05334124
 0.04268781 0.05157801 0.06005334 0.05190399 0.04812565 0.05354867
 0.05353386]",0.28443772030387393,0.5709939250693175,1
140,kbins,"[       0.  1730472.  3460944.  5191416.  6921888.  8652360. 10382832.
 12113304. 13843776. 15574248. 17304720. 19035192. 20765664. 22496136.
 24226608. 25957080. 27687552. 29418024. 31148496. 32878968.]","[9.91850645e-01 6.32686324e-03 1.21499481e-03 3.55608238e-04
 1.62987109e-04 1.48170099e-05 2.96340199e-05 2.96340199e-05
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]",0.7740631451623651,0.3120051713373979,1
141,kbins-quantile,"[0.0000000e+00 3.2738000e+04 6.0496000e+04 8.1263000e+04 1.0072300e+05
 1.1930100e+05 1.3828800e+05 1.5761200e+05 1.7869500e+05 2.0094400e+05
 2.2516900e+05 2.5168500e+05 2.8102900e+05 3.1711700e+05 3.5867700e+05
 4.1109900e+05 4.8071600e+05 5.7978300e+05 7.4971500e+05 3.2878968e+07]","[0.05639354 0.05907542 0.0518299  0.05501556 0.02850793 0.05571196
 0.05498592 0.05070381 0.0703808  0.04332494 0.05928286 0.05334124
 0.04268781 0.05157801 0.06005334 0.05190399 0.04812565 0.05354867
 0.05353386]",0.28443772030387393,0.5709939250693175,1
142,decision-tree,"[       0.    104908.5   104984.5   581609.    581837.    582986.5
   583015.    583119.5   583243.    602195.5   603706.    886606.5
   891090.5   891803.    986480.    987211.5  2377565.   2421759.
 22932962.  32878968. ]","[2.22314417e-01 0.00000000e+00 6.75018521e-01 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 8.23825752e-03 0.00000000e+00 6.03052304e-02 9.92739665e-04
 0.00000000e+00 6.78619055e-03 0.00000000e+00 2.26107571e-02
 1.33353089e-04 3.58571640e-03 0.00000000e+00]",0.8625968728892188,0.542331297156404,1
143,kmeans,"[       0.            39781.02244898   108009.76116213   176198.83833893
   251154.76175798   335629.59781895   432904.83790393   548802.35925837
   685902.19387028   857494.35359116  1082128.36849315  1368396.13457077
  1764446.4         2233166.38764045  2940149.93333333  3959570.3125
  5065126.53571429  6877867.7037037  12222928.         32878968.        ]","[5.63935398e-02 1.65920877e-01 1.89909616e-01 1.72988591e-01
 1.22966365e-01 1.01155727e-01 6.93139724e-02 5.30745296e-02
 3.09823678e-02 1.61060898e-02 8.22344051e-03 5.23040450e-03
 3.37827826e-03 2.02993036e-03 9.33471625e-04 7.40850496e-04
 4.00059268e-04 2.07438139e-04 2.96340199e-05]",0.22020139398352612,0.5566728827998084,1
144,random-forest,"[0.0000000e+00 7.6950000e+02 5.3485500e+04 7.6694500e+04 8.8653000e+04
 1.0308550e+05 1.0870350e+05 1.5764050e+05 2.0396850e+05 2.7467050e+05
 3.6505150e+05 4.4684950e+05 4.7739650e+05 5.3754550e+05 5.8339300e+05
 6.8850600e+05 8.7218350e+05 9.3784000e+05 1.0521605e+06 1.2597255e+06
 3.2878968e+07]","[0.01244629 0.0803971  0.048259   0.02619647 0.05501556 0.
 0.13920581 0.12108461 0.13904282 0.12224033 0.07331457 0.02130686
 0.03499778 0.02382575 0.03439028 0.0331901  0.00518595 0.00749741
 0.00688991 0.01549859]",0.2665612379197767,0.5706617626812871,1
145,equal-width,"[       0.  2500000.  5000000.  7500000. 10000000. 12500000. 15000000.
 17500000. 20000000. 22500000. 25000000. 27500000. 30000000. 32500000.
 35000000. 37500000. 40000000. 42500000. 45000000. 47500000. 50000000.]","[9.96680990e-01 2.63742777e-03 5.48229367e-04 5.92680397e-05
 2.96340199e-05 2.96340199e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.48170099e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]",0.6732664438287889,0.0,1
146,equal-width-data,"[       0.   1643948.4  3287896.8  4931845.2  6575793.6  8219742.
  9863690.4 11507638.8 13151587.2 32878968. ]","[9.91035709e-01 6.97881168e-03 1.27426285e-03 4.29693288e-04
 1.92621129e-04 1.48170099e-05 1.48170099e-05 4.44510298e-05
 0.00000000e+00]",0.7868664331366578,0.5777274102282517,1
147,equal-frequency,"[0.0000000e+00 3.0970000e+04 5.8140000e+04 7.8362650e+04 9.6915200e+04
 1.1470300e+05 1.3235400e+05 1.5093600e+05 1.6999300e+05 1.9064600e+05
 2.1272400e+05 2.3693000e+05 2.6273200e+05 2.9277100e+05 3.2847200e+05
 3.7084200e+05 4.2360500e+05 4.9353735e+05 5.9190700e+05 7.6339815e+05
 3.2878968e+07]","[0.05639354 0.03644984 0.048259   0.05380056 0.0559194  0.05571196
 0.05498592 0.02551489 0.07306268 0.04488072 0.04116165 0.05791969
 0.04922211 0.04210994 0.05909024 0.04671803 0.04971107 0.05051119
 0.04879241 0.04977034]",0.2607894229677793,0.5709631343626582,1
148,kbins,"[       0.   1643948.4  3287896.8  4931845.2  6575793.6  8219742.
  9863690.4 11507638.8 13151587.2 14795535.6 16439484.  18083432.4
 19727380.8 21371329.2 23015277.6 24659226.  26303174.4 27947122.8
 29591071.2 31235019.6 32878968. ]","[9.91035709e-01 6.97881168e-03 1.27426285e-03 4.29693288e-04
 1.92621129e-04 1.48170099e-05 1.48170099e-05 4.44510298e-05
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]",0.7868664331366578,0.29737051610139853,1
149,kbins-quantile,"[0.0000000e+00 3.0970000e+04 5.8140000e+04 7.8362650e+04 9.6915200e+04
 1.1470300e+05 1.3235400e+05 1.5093600e+05 1.6999300e+05 1.9064600e+05
 2.1272400e+05 2.3693000e+05 2.6273200e+05 2.9277100e+05 3.2847200e+05
 3.7084200e+05 4.2360500e+05 4.9353735e+05 5.9190700e+05 7.6339815e+05
 3.2878968e+07]","[0.05639354 0.03644984 0.048259   0.05380056 0.0559194  0.05571196
 0.05498592 0.02551489 0.07306268 0.04488072 0.04116165 0.05791969
 0.04922211 0.04210994 0.05909024 0.04671803 0.04971107 0.05051119
 0.04879241 0.04977034]",0.2607894229677793,0.5709631343626582,1
